tenure_months,contract,internet_service,monthly_charges,churn
23,One year,Fiber optic,62.04,0
44,Month-to-month,Fiber optic,77.83,0
57,Two year,Fiber optic,54.24,0
31,One year,DSL,48.93,0
31,Month-to-month,DSL,36.87,0
23,Two year,Fiber optic,64.88,0
53,Two year,Fiber optic,65.2,0
43,One year,DSL,43.02,0
37,One year,DSL,51.03,0
1,Month-to-month,Fiber optic,69.57,1
8,Month-to-month,Fiber optic,81.2,1
0,Month-to-month,DSL,57.54,0
62,One year,Fiber optic,73.71,0
62,Month-to-month,Fiber optic,78.19,0
4,Month-to-month,No,49.3,0
3,Two year,DSL,28.04,0
57,Month-to-month,Fiber optic,82.91,0
38,Two year,DSL,63.54,0
22,Month-to-month,DSL,50.2,0
44,Month-to-month,No,47.85,0
17,Month-to-month,No,46.29,0
14,Month-to-month,DSL,40.96,1
26,Month-to-month,Fiber optic,66.87,1
65,Month-to-month,Fiber optic,76.37,0
56,One year,DSL,37.51,0
13,Month-to-month,Fiber optic,102.53,1
41,Month-to-month,DSL,54.47,0
64,Month-to-month,Fiber optic,70.56,0
69,Month-to-month,DSL,28.08,0
55,Month-to-month,No,28.02,0
9,Month-to-month,Fiber optic,55.77,1
17,One year,DSL,54.12,0
15,One year,DSL,14.97,0
11,Two year,DSL,61.6,0
12,One year,No,19.91,0
23,Month-to-month,DSL,24.7,0
40,Month-to-month,Fiber optic,69.8,0
29,Month-to-month,Fiber optic,70.2,0
30,One year,DSL,44.23,0
17,Month-to-month,Fiber optic,86.56,1
11,Month-to-month,DSL,49.57,0
72,Two year,DSL,54.55,0
43,Month-to-month,Fiber optic,67.02,1
16,Month-to-month,Fiber optic,75.12,0
59,Two year,Fiber optic,54.3,0
60,Month-to-month,Fiber optic,73.1,0
70,Month-to-month,DSL,35.9,0
11,Month-to-month,Fiber optic,85.84,0
46,Month-to-month,DSL,45.91,0
71,Two year,No,32.95,0
58,One year,DSL,48.15,0
16,Month-to-month,DSL,66.68,0
65,Month-to-month,No,6.28,0
30,Month-to-month,Fiber optic,68.63,1
35,One year,Fiber optic,58.48,0
40,Month-to-month,Fiber optic,45.4,0
56,Month-to-month,Fiber optic,57.7,0
8,One year,Fiber optic,84.06,0
39,Two year,DSL,44.64,1
59,Two year,Fiber optic,67.36,0
40,Two year,Fiber optic,79.28,0
20,Month-to-month,Fiber optic,71.39,1
4,One year,Fiber optic,77.36,1
40,Two year,DSL,48.87,0
51,Month-to-month,Fiber optic,76.51,0
40,Month-to-month,Fiber optic,64.6,0
71,Month-to-month,Fiber optic,82.57,0
43,Two year,DSL,30.45,0
37,Two year,Fiber optic,68.97,0
4,Two year,DSL,58.16,0
40,Month-to-month,DSL,43.15,0
12,Two year,DSL,39.83,0
52,Month-to-month,Fiber optic,97.46,0
11,Month-to-month,DSL,62.02,0
66,One year,Fiber optic,71.7,0
22,One year,DSL,33.35,0
31,Two year,DSL,20.58,0
10,Month-to-month,Fiber optic,78.5,0
15,Month-to-month,Fiber optic,85.19,1
67,Month-to-month,DSL,49.75,0
20,Month-to-month,DSL,24.47,0
37,Two year,Fiber optic,71.92,0
71,Month-to-month,DSL,39.16,0
45,Month-to-month,Fiber optic,71.94,1
3,Month-to-month,DSL,68.32,1
26,One year,DSL,54.47,0
28,Two year,Fiber optic,76.91,0
20,Month-to-month,Fiber optic,69.46,1
17,Month-to-month,Fiber optic,74.97,0
36,Two year,DSL,36.32,0
27,One year,Fiber optic,76.66,0
21,Month-to-month,Fiber optic,67.68,0
30,Month-to-month,DSL,35.13,1
25,Two year,Fiber optic,79.78,0
16,One year,Fiber optic,43.22,0
33,Month-to-month,DSL,38.46,0
68,Month-to-month,DSL,52.36,0
36,Month-to-month,DSL,59.7,1
43,Month-to-month,Fiber optic,75.66,0
71,Month-to-month,DSL,36.93,0
44,Month-to-month,DSL,44.39,0
16,Month-to-month,Fiber optic,73.5,1
29,Month-to-month,No,43.73,0
35,Month-to-month,Fiber optic,81.05,0
34,Month-to-month,Fiber optic,81.14,1
10,Two year,DSL,45.79,0
7,Month-to-month,Fiber optic,57.15,1
25,Two year,No,8.13,0
66,Two year,Fiber optic,66.38,0
52,Two year,Fiber optic,78.39,0
61,Month-to-month,Fiber optic,63.98,0
12,Month-to-month,Fiber optic,76.87,1
30,One year,No,15.46,0
42,Month-to-month,No,17.31,0
31,Month-to-month,DSL,61.9,0
30,Month-to-month,Fiber optic,79.2,0
26,One year,Fiber optic,66.32,0
3,Two year,Fiber optic,60.03,1
62,Month-to-month,Fiber optic,81.39,0
68,Two year,Fiber optic,80.52,0
5,One year,Fiber optic,77.67,0
30,Month-to-month,Fiber optic,67.87,0
37,Month-to-month,DSL,31.86,0
57,Month-to-month,Fiber optic,69.82,0
72,Two year,Fiber optic,86.89,0
30,One year,Fiber optic,59.09,0
54,One year,DSL,45.57,0
68,One year,DSL,64.63,0
60,Month-to-month,Fiber optic,66.35,0
21,Two year,DSL,43.47,0
59,Two year,DSL,28.8,0
30,One year,Fiber optic,77.48,0
1,Month-to-month,Fiber optic,61.11,1
55,Month-to-month,No,6.34,0
60,Month-to-month,Fiber optic,58.56,0
25,Month-to-month,Fiber optic,72.5,0
32,One year,DSL,26.04,1
26,One year,Fiber optic,53.37,0
8,Two year,DSL,51.71,0
72,Month-to-month,DSL,44.13,0
1,Month-to-month,DSL,34.03,0
40,Month-to-month,DSL,41.14,0
1,Two year,DSL,65.86,0
50,One year,Fiber optic,85.38,0
65,Month-to-month,DSL,43.71,0
46,One year,Fiber optic,79.79,0
44,One year,Fiber optic,71.45,0
60,Month-to-month,No,3.71,0
71,Month-to-month,No,1.56,0
62,Month-to-month,DSL,34.09,1
16,Month-to-month,DSL,26.09,0
41,One year,Fiber optic,73.26,0
59,Month-to-month,DSL,38.4,0
21,One year,Fiber optic,75.1,1
49,One year,Fiber optic,75.29,0
1,Month-to-month,Fiber optic,78.28,1
64,Two year,DSL,33.83,0
44,Month-to-month,No,31.19,0
54,One year,No,13.53,0
60,Month-to-month,DSL,53.54,0
15,One year,Fiber optic,84.67,0
32,Month-to-month,Fiber optic,78.68,0
62,Month-to-month,Fiber optic,67.88,0
12,Month-to-month,Fiber optic,76.8,0
60,One year,DSL,26.6,0
21,One year,Fiber optic,48.9,0
42,One year,DSL,50.6,1
37,Month-to-month,Fiber optic,85.69,0
50,One year,Fiber optic,55.22,0
61,One year,DSL,45.18,0
25,Month-to-month,DSL,50.27,0
12,Month-to-month,Fiber optic,62.63,0
30,Month-to-month,DSL,40.93,0
44,Two year,DSL,52.36,0
54,Month-to-month,Fiber optic,71.3,0
54,Month-to-month,Fiber optic,71.35,0
24,Two year,No,13.21,0
68,Two year,Fiber optic,69.63,0
6,Month-to-month,Fiber optic,65.23,0
8,Two year,Fiber optic,65.87,0
1,Month-to-month,DSL,38.5,1
67,Two year,No,24.67,0
13,Month-to-month,Fiber optic,59.58,1
43,Month-to-month,DSL,45.15,0
59,Two year,DSL,40.62,0
55,Month-to-month,Fiber optic,58.81,0
69,Two year,DSL,21.62,0
3,Month-to-month,No,36.37,0
29,Month-to-month,No,33.96,0
36,Two year,DSL,35.34,0
50,Month-to-month,Fiber optic,78.18,0
45,Two year,Fiber optic,57.7,1
40,Two year,Fiber optic,66.31,0
22,Month-to-month,DSL,38.64,0
7,Month-to-month,Fiber optic,66.67,1
31,Month-to-month,DSL,52.75,1
18,Month-to-month,DSL,40.18,0
40,Month-to-month,Fiber optic,65.92,1
58,Month-to-month,No,33.92,0
40,Two year,Fiber optic,70.74,0
42,Month-to-month,Fiber optic,62.9,0
3,One year,DSL,47.89,0
47,Month-to-month,Fiber optic,81.91,1
32,Month-to-month,Fiber optic,82.67,0
9,Month-to-month,No,9.1,1
15,Month-to-month,No,9.71,0
56,One year,DSL,56.99,0
66,Month-to-month,Fiber optic,66.55,1
37,Two year,Fiber optic,43.6,0
71,Two year,Fiber optic,61.24,0
13,Month-to-month,Fiber optic,64.73,0
21,Two year,No,21.25,0
67,Two year,Fiber optic,79.18,0
12,Month-to-month,DSL,33.85,1
48,Two year,Fiber optic,81.23,0
16,Month-to-month,DSL,48.42,1
24,One year,Fiber optic,54.56,0
34,Month-to-month,Fiber optic,66.17,1
26,Two year,Fiber optic,75.94,0
63,Two year,No,25.47,0
71,Two year,DSL,49.55,0
36,Two year,DSL,37.95,0
38,Month-to-month,Fiber optic,76.66,1
4,One year,DSL,40.22,0
17,Month-to-month,DSL,75.55,0
2,Month-to-month,Fiber optic,54.17,0
62,Month-to-month,DSL,77.38,0
16,Two year,DSL,33.59,0
24,One year,No,40.25,0
61,Month-to-month,No,34.93,0
52,Two year,DSL,34.09,0
45,Two year,Fiber optic,,0
2,Month-to-month,Fiber optic,64.05,0
41,Month-to-month,Fiber optic,73.3,0
40,One year,Fiber optic,71.77,0
23,One year,Fiber optic,65.81,0
54,Month-to-month,DSL,39.81,1
67,Month-to-month,DSL,49.09,0
18,Month-to-month,DSL,34.15,1
24,Month-to-month,No,14.61,0
23,Month-to-month,Fiber optic,,1
60,Month-to-month,Fiber optic,75.14,0
5,Month-to-month,DSL,29.32,0
65,One year,DSL,32.96,0
56,Month-to-month,DSL,19.36,0
35,Month-to-month,DSL,55.92,1
42,Month-to-month,Fiber optic,78.26,0
65,Two year,DSL,31.93,0
56,Month-to-month,No,32.8,0
20,Month-to-month,Fiber optic,93.83,1
3,Month-to-month,DSL,26.53,0
48,One year,Fiber optic,62.62,1
10,Month-to-month,Fiber optic,51.27,1
6,Month-to-month,Fiber optic,81.38,0
71,Two year,DSL,43.85,0
34,One year,DSL,40.22,0
47,Month-to-month,No,27.73,0
15,Month-to-month,DSL,38.32,0
7,Two year,Fiber optic,65.18,1
4,Two year,DSL,48.3,0
25,One year,Fiber optic,62.68,0
0,One year,DSL,39.37,0
30,Two year,Fiber optic,68.12,0
23,Two year,DSL,46.1,0
38,Month-to-month,No,32.22,0
43,Two year,Fiber optic,77.0,0
22,One year,DSL,27.0,1
33,One year,DSL,61.9,0
5,Month-to-month,Fiber optic,70.71,0
22,Month-to-month,Fiber optic,66.02,1
71,Two year,DSL,34.16,0
72,One year,Fiber optic,93.87,0
35,Month-to-month,Fiber optic,98.32,0
68,One year,DSL,67.39,0
36,Month-to-month,DSL,46.46,0
9,Month-to-month,Fiber optic,74.13,0
63,One year,No,42.89,0
30,One year,DSL,42.11,0
44,Month-to-month,No,31.5,0
47,Month-to-month,DSL,47.73,0
22,Month-to-month,Fiber optic,93.03,0
53,One year,Fiber optic,87.24,0
36,Two year,No,23.34,0
26,One year,DSL,63.3,0
21,One year,DSL,44.95,0
54,Month-to-month,DSL,38.45,0
18,Month-to-month,Fiber optic,66.58,0
9,Two year,DSL,46.77,1
64,Month-to-month,Fiber optic,60.58,0
24,Month-to-month,DSL,38.79,0
46,Month-to-month,DSL,27.68,0
52,One year,DSL,35.13,0
61,Month-to-month,Fiber optic,72.81,0
45,Month-to-month,DSL,57.51,0
51,One year,Fiber optic,80.97,0
61,Month-to-month,Fiber optic,75.16,0
68,Month-to-month,Fiber optic,51.65,1
3,Two year,Fiber optic,59.67,1
54,Two year,Fiber optic,67.63,1
12,Month-to-month,Fiber optic,81.55,1
65,Month-to-month,Fiber optic,63.32,0
3,Month-to-month,Fiber optic,55.36,1
18,Month-to-month,DSL,62.38,0
14,Two year,DSL,36.18,0
44,One year,Fiber optic,56.47,0
0,Month-to-month,Fiber optic,72.73,1
1,One year,Fiber optic,69.4,0
36,Month-to-month,Fiber optic,64.0,0
70,Month-to-month,DSL,45.0,0
38,Two year,DSL,33.89,0
32,Month-to-month,Fiber optic,63.86,1
48,Month-to-month,Fiber optic,69.57,0
40,Two year,Fiber optic,45.57,0
28,Month-to-month,Fiber optic,81.46,1
42,Month-to-month,DSL,28.53,0
0,Month-to-month,DSL,33.73,0
17,Month-to-month,DSL,57.0,1
49,Month-to-month,DSL,51.83,0
24,Month-to-month,DSL,46.05,0
3,Month-to-month,Fiber optic,49.5,0
9,Month-to-month,DSL,37.73,0
63,One year,DSL,42.41,0
24,Two year,Fiber optic,68.28,0
1,One year,DSL,58.7,0
53,One year,DSL,68.93,0
38,Two year,Fiber optic,77.38,0
32,Month-to-month,DSL,38.59,0
65,Month-to-month,Fiber optic,84.57,0
22,Month-to-month,Fiber optic,62.93,0
41,Month-to-month,Fiber optic,38.52,0
54,Two year,DSL,30.01,0
44,Month-to-month,DSL,16.54,0
15,Two year,DSL,40.39,0
49,Month-to-month,DSL,42.86,0
54,Month-to-month,Fiber optic,50.89,0
8,Month-to-month,DSL,34.75,0
12,Month-to-month,Fiber optic,52.88,0
49,Month-to-month,Fiber optic,68.48,0
8,One year,DSL,34.76,0
64,Month-to-month,Fiber optic,82.12,1
7,Two year,No,27.04,0
71,Two year,Fiber optic,89.26,0
49,Month-to-month,DSL,39.54,0
32,Two year,Fiber optic,95.73,0
19,Month-to-month,DSL,45.03,1
25,Month-to-month,DSL,38.66,0
54,Month-to-month,Fiber optic,98.9,1
54,One year,No,3.06,0
15,Month-to-month,DSL,38.37,1
39,One year,Fiber optic,50.02,0
72,Two year,DSL,22.94,0
18,Month-to-month,Fiber optic,45.19,0
50,Two year,DSL,52.4,0
12,One year,Fiber optic,54.05,0
60,Month-to-month,DSL,41.94,0
12,Month-to-month,Fiber optic,80.7,0
21,Month-to-month,DSL,50.56,0
33,Month-to-month,No,29.97,0
27,One year,No,39.57,0
12,Month-to-month,DSL,64.31,0
46,Month-to-month,DSL,29.98,0
1,One year,DSL,50.8,1
71,One year,Fiber optic,66.73,0
3,Two year,DSL,43.24,0
24,Month-to-month,DSL,26.86,0
67,One year,Fiber optic,63.62,0
11,Month-to-month,DSL,39.93,1
5,One year,Fiber optic,87.16,0
54,Month-to-month,DSL,31.14,0
5,Month-to-month,Fiber optic,41.37,1
65,Two year,DSL,44.93,0
32,One year,Fiber optic,54.92,0
63,One year,Fiber optic,68.33,0
17,Month-to-month,DSL,52.93,0
10,One year,Fiber optic,68.8,1
70,Month-to-month,Fiber optic,64.83,0
55,Month-to-month,DSL,43.12,0
66,Month-to-month,No,35.17,0
23,Month-to-month,DSL,31.14,0
29,Month-to-month,Fiber optic,78.74,1
42,One year,Fiber optic,57.95,1
32,Month-to-month,DSL,52.22,1
17,Two year,DSL,26.48,0
27,Two year,No,31.51,0
44,Month-to-month,Fiber optic,68.78,0
2,One year,DSL,46.16,0
24,Month-to-month,No,36.51,0
21,Two year,Fiber optic,60.15,0
5,Month-to-month,No,24.7,0
8,Month-to-month,Fiber optic,73.64,1
36,Month-to-month,DSL,41.41,0
7,Two year,Fiber optic,78.6,1
25,Month-to-month,DSL,48.96,0
40,Two year,No,18.04,0
63,Month-to-month,Fiber optic,85.13,1
7,One year,DSL,51.74,0
31,Month-to-month,Fiber optic,59.89,0
7,Month-to-month,Fiber optic,59.77,1
31,Month-to-month,DSL,42.37,0
35,Month-to-month,DSL,50.37,0
58,One year,Fiber optic,43.44,0
32,One year,Fiber optic,60.39,0
68,Month-to-month,Fiber optic,63.07,0
10,Month-to-month,Fiber optic,52.75,0
3,Month-to-month,Fiber optic,57.74,1
0,One year,Fiber optic,71.65,1
26,One year,DSL,39.13,0
14,Two year,Fiber optic,65.08,0
6,Two year,No,8.46,0
17,Month-to-month,Fiber optic,67.44,1
71,Month-to-month,DSL,26.95,0
58,Two year,Fiber optic,87.51,0
1,Month-to-month,Fiber optic,90.92,1
66,Month-to-month,DSL,39.32,1
14,Month-to-month,Fiber optic,56.53,1
29,One year,Fiber optic,80.26,0
23,One year,Fiber optic,77.11,0
29,Two year,DSL,67.5,0
55,Month-to-month,Fiber optic,95.69,1
52,Month-to-month,Fiber optic,45.68,0
43,Month-to-month,Fiber optic,83.9,0
45,One year,DSL,42.33,0
53,Month-to-month,No,31.59,0
13,Two year,Fiber optic,79.33,1
28,Month-to-month,Fiber optic,78.83,0
7,One year,DSL,57.0,0
51,Two year,No,18.28,0
31,Month-to-month,Fiber optic,58.57,1
46,One year,DSL,59.24,0
41,Month-to-month,DSL,34.54,0
19,Two year,Fiber optic,92.34,0
10,Two year,DSL,35.83,0
71,One year,DSL,40.43,0
21,Month-to-month,Fiber optic,67.72,1
7,Two year,Fiber optic,51.51,1
22,Two year,Fiber optic,51.54,0
65,One year,Fiber optic,80.94,0
19,Two year,DSL,24.36,0
72,Month-to-month,DSL,75.24,0
33,Month-to-month,DSL,43.87,0
62,Month-to-month,DSL,32.65,0
47,Month-to-month,Fiber optic,75.04,1
3,Month-to-month,Fiber optic,40.46,1
37,One year,DSL,41.0,0
30,Month-to-month,Fiber optic,67.54,0
14,Month-to-month,Fiber optic,54.81,1
40,One year,DSL,37.42,0
7,One year,DSL,63.31,1
50,Two year,Fiber optic,72.2,0
59,Month-to-month,DSL,49.79,0
6,Two year,Fiber optic,60.56,1
34,Month-to-month,DSL,29.12,0
47,Month-to-month,DSL,42.11,0
4,One year,DSL,15.51,0
28,Month-to-month,Fiber optic,56.84,0
18,One year,DSL,,1
2,Month-to-month,Fiber optic,45.53,0
58,Month-to-month,DSL,52.79,0
32,Month-to-month,No,23.43,0
54,Month-to-month,Fiber optic,62.56,0
42,Month-to-month,DSL,53.05,1
63,Month-to-month,Fiber optic,50.27,0
72,Month-to-month,DSL,28.88,0
43,One year,DSL,58.41,0
25,Month-to-month,Fiber optic,97.38,0
30,One year,DSL,53.21,0
60,One year,No,30.66,0
31,Month-to-month,DSL,38.02,0
37,Month-to-month,No,18.29,0
14,One year,Fiber optic,72.73,1
72,Two year,No,41.47,0
47,Month-to-month,Fiber optic,75.12,0
24,Two year,Fiber optic,81.5,0
42,Month-to-month,Fiber optic,59.01,1
29,Month-to-month,Fiber optic,77.4,0
11,Month-to-month,DSL,36.94,0
63,Month-to-month,Fiber optic,71.68,0
64,Month-to-month,DSL,52.39,0
60,Month-to-month,Fiber optic,63.63,0
26,Month-to-month,Fiber optic,57.8,1
18,One year,DSL,49.35,1
3,Month-to-month,DSL,43.38,1
53,Two year,Fiber optic,71.63,0
23,Two year,DSL,52.89,0
65,Month-to-month,DSL,60.69,0
63,Month-to-month,Fiber optic,77.96,0
9,Month-to-month,Fiber optic,76.38,0
66,Two year,No,19.0,0
10,Month-to-month,Fiber optic,65.84,0
35,Month-to-month,Fiber optic,75.45,1
34,Two year,Fiber optic,65.64,0
69,Month-to-month,Fiber optic,75.4,0
47,Month-to-month,No,15.21,0
63,Two year,No,48.15,0
43,Two year,DSL,47.32,0
60,Month-to-month,DSL,46.54,0
62,Month-to-month,DSL,39.21,1
62,Month-to-month,DSL,67.96,1
30,Month-to-month,DSL,29.96,0
27,Month-to-month,No,16.56,1
71,Month-to-month,Fiber optic,80.24,1
55,One year,Fiber optic,72.88,0
66,One year,DSL,38.08,0
42,Two year,DSL,38.42,1
67,Two year,Fiber optic,66.51,0
52,Month-to-month,Fiber optic,71.23,1
54,Month-to-month,DSL,63.64,0
12,Month-to-month,DSL,52.26,0
41,Month-to-month,DSL,57.28,0
53,Month-to-month,DSL,39.79,0
55,One year,DSL,51.19,0
69,Month-to-month,DSL,26.34,0
23,Month-to-month,DSL,47.19,0
22,Month-to-month,Fiber optic,71.42,1
70,Two year,Fiber optic,91.86,0
71,One year,Fiber optic,88.69,0
13,Month-to-month,DSL,41.9,1
27,Month-to-month,DSL,35.19,1
69,Two year,Fiber optic,60.52,0
14,Month-to-month,DSL,41.46,0
57,One year,DSL,60.62,0
8,One year,Fiber optic,74.98,1
13,One year,Fiber optic,76.22,1
57,Month-to-month,DSL,54.73,0
44,Two year,Fiber optic,58.07,0
40,Month-to-month,DSL,36.49,0
62,Month-to-month,DSL,51.24,0
22,Month-to-month,DSL,35.65,1
36,Month-to-month,DSL,26.68,0
44,Month-to-month,DSL,32.01,0
54,One year,No,37.65,0
24,Two year,Fiber optic,65.51,1
46,Month-to-month,Fiber optic,72.71,1
32,Two year,Fiber optic,57.61,0
39,Two year,DSL,49.55,0
62,Month-to-month,Fiber optic,66.76,0
28,One year,DSL,50.35,0
48,Two year,Fiber optic,64.27,0
68,One year,DSL,51.05,0
55,Month-to-month,DSL,38.68,0
72,Two year,DSL,44.04,0
42,One year,DSL,41.74,0
20,Month-to-month,DSL,45.31,0
72,Month-to-month,DSL,48.35,0
47,Month-to-month,Fiber optic,64.06,0
17,Month-to-month,DSL,43.56,0
23,Month-to-month,Fiber optic,72.24,1
19,Month-to-month,Fiber optic,76.09,0
60,Two year,Fiber optic,69.09,0
6,One year,Fiber optic,59.36,1
54,Month-to-month,Fiber optic,71.04,0
40,Month-to-month,DSL,53.04,0
5,Month-to-month,DSL,29.0,0
44,Month-to-month,Fiber optic,54.14,1
54,One year,Fiber optic,62.05,0
52,Month-to-month,DSL,42.69,0
38,Two year,DSL,18.64,0
24,Month-to-month,DSL,51.89,0
11,Month-to-month,DSL,42.81,0
0,Two year,DSL,16.79,0
26,Month-to-month,Fiber optic,56.64,1
46,Month-to-month,DSL,41.39,0
2,Month-to-month,Fiber optic,48.73,1
72,One year,Fiber optic,81.65,0
42,Month-to-month,No,27.24,0
21,Two year,DSL,53.14,0
70,One year,Fiber optic,57.65,0
13,Two year,Fiber optic,74.94,0
69,One year,DSL,37.07,0
20,One year,Fiber optic,67.69,0
27,One year,No,29.23,0
31,Month-to-month,Fiber optic,69.16,0
72,One year,Fiber optic,79.7,0
18,One year,Fiber optic,71.67,0
71,Month-to-month,DSL,39.44,0
25,One year,Fiber optic,80.11,0
20,Month-to-month,Fiber optic,82.64,0
46,Month-to-month,No,26.05,0
50,Month-to-month,Fiber optic,86.03,0
25,Month-to-month,DSL,42.17,0
9,Month-to-month,Fiber optic,68.46,0
28,Month-to-month,DSL,45.05,0
39,Month-to-month,Fiber optic,68.44,0
2,Month-to-month,DSL,41.27,1
5,One year,DSL,36.42,0
67,Month-to-month,DSL,33.07,0
2,Two year,No,26.33,0
29,Two year,Fiber optic,84.38,0
55,Month-to-month,Fiber optic,79.77,0
23,Month-to-month,Fiber optic,74.66,0
36,Month-to-month,DSL,59.99,0
6,Month-to-month,Fiber optic,70.23,0
57,Month-to-month,DSL,33.13,0
46,One year,No,20.81,0
62,One year,Fiber optic,69.27,0
63,Month-to-month,Fiber optic,63.85,0
25,One year,DSL,52.32,0
3,Month-to-month,Fiber optic,81.23,1
25,Two year,Fiber optic,49.21,0
10,Two year,Fiber optic,68.25,0
38,Month-to-month,DSL,10.16,0
10,One year,DSL,43.9,0
67,Two year,Fiber optic,68.77,0
43,Month-to-month,Fiber optic,91.31,0
18,Month-to-month,DSL,62.72,0
67,One year,Fiber optic,81.19,0
56,Month-to-month,DSL,33.48,0
31,Month-to-month,DSL,32.79,0
10,One year,No,11.85,0
25,Month-to-month,DSL,63.32,1
42,Month-to-month,DSL,34.07,1
55,Two year,DSL,40.37,0
19,Month-to-month,DSL,34.2,1
54,Month-to-month,Fiber optic,54.9,0
20,One year,DSL,48.99,0
18,Month-to-month,DSL,46.84,0
32,One year,Fiber optic,43.31,0
11,One year,DSL,29.38,0
29,Month-to-month,Fiber optic,73.06,1
26,Month-to-month,Fiber optic,69.13,0
20,Two year,Fiber optic,65.19,0
56,Two year,Fiber optic,77.27,0
24,Month-to-month,Fiber optic,52.68,1
50,Month-to-month,DSL,37.86,0
52,Month-to-month,DSL,51.22,0
48,Two year,No,,0
19,Two year,No,28.75,0
60,Month-to-month,Fiber optic,56.25,0
17,Two year,DSL,35.11,1
20,Month-to-month,Fiber optic,48.61,0
63,Month-to-month,DSL,20.31,0
24,One year,DSL,39.29,0
50,Month-to-month,Fiber optic,75.4,1
3,One year,Fiber optic,68.62,0
44,Month-to-month,DSL,58.92,0
63,One year,Fiber optic,65.29,0
51,Two year,Fiber optic,44.56,0
42,Month-to-month,DSL,49.13,1
61,Month-to-month,Fiber optic,57.06,0
21,One year,DSL,46.51,0
27,Month-to-month,DSL,17.57,0
5,One year,Fiber optic,66.7,0
50,One year,Fiber optic,78.43,0
52,Month-to-month,Fiber optic,76.97,1
54,Two year,No,21.99,0
54,Month-to-month,DSL,44.38,0
9,Month-to-month,Fiber optic,64.03,1
48,Month-to-month,DSL,41.42,1
55,One year,Fiber optic,77.52,0
14,Two year,Fiber optic,61.0,0
34,Month-to-month,Fiber optic,62.18,1
66,Month-to-month,DSL,26.05,0
30,Month-to-month,Fiber optic,77.76,0
54,One year,DSL,41.16,0
38,Month-to-month,Fiber optic,54.84,0
48,Month-to-month,DSL,54.87,0
45,Month-to-month,DSL,43.79,0
47,Month-to-month,Fiber optic,60.44,1
56,One year,Fiber optic,80.06,0
66,Month-to-month,DSL,40.25,0
21,Month-to-month,Fiber optic,50.51,0
67,Month-to-month,Fiber optic,80.85,0
45,Month-to-month,DSL,34.27,0
43,Month-to-month,DSL,80.59,0
23,Month-to-month,DSL,39.0,0
30,Month-to-month,Fiber optic,45.16,0
